all_75,all_55,all_35,all_43,all_51,all_47,all_67,original
1.42804837226868,1.33850026130676,1.383669257164,1.25539922714233,1.34844183921814,1.32918310165405,1.43934094905853,1.3362
1.45107626914978,1.3548983335495,1.40416431427002,1.26813292503357,1.36683070659637,1.34478890895844,1.46335864067078,1.3561
1.47610056400299,1.37480032444,1.42707860469818,1.28406620025635,1.3878321647644,1.36434662342072,1.48929679393768,1.3803
1.49511086940765,1.38989686965942,1.4435487985611,1.29706859588623,1.4033842086792,1.37932443618774,1.5086761713028,1.4034
1.49778258800507,1.39662957191467,1.44960331916809,1.3046578168869,1.41145074367523,1.38768482208252,1.50998544692993,1.4241
1.50902605056763,1.40859580039978,1.46187365055084,1.31540441513062,1.42410600185394,1.39988338947296,1.52068424224854,1.4484
1.51420629024506,1.41641736030579,1.4680802822113,1.32340741157532,1.42973756790161,1.40698981285095,1.52636384963989,1.4737
1.52195799350739,1.42374181747437,1.47171461582184,1.33182573318481,1.43507695198059,1.41297805309296,1.53105998039246,1.4946
1.51746952533722,1.42709243297577,1.47211360931396,1.33715653419495,1.43975830078125,1.41627204418182,1.51967620849609,1.4947
1.4953795671463,1.41688251495361,1.4580020904541,1.32550275325775,1.42515897750854,1.39936852455139,1.49719965457916,1.4735
1.47844350337982,1.39898037910461,1.44770431518555,1.29961633682251,1.41370463371277,1.37575423717499,1.480961561203,1.4511
1.44750833511353,1.36975693702698,1.42168796062469,1.26803684234619,1.38618338108063,1.34227001667023,1.45528590679169,1.3867
1.41167414188385,1.3359659910202,1.39115285873413,1.23909711837769,1.35743141174316,1.3095475435257,1.42506766319275,1.3257
1.36965560913086,1.29609668254852,1.34605050086975,1.2083580493927,1.31421566009521,1.27240073680878,1.38806915283203,1.2829
1.33533990383148,1.25932812690735,1.30284905433655,1.18226051330566,1.26823318004608,1.23569822311401,1.35674679279327,1.2489
1.32059907913208,1.24497413635254,1.28185772895813,1.17344498634338,1.24664068222046,1.22351121902466,1.34171092510223,1.2432
1.33899295330048,1.25367951393127,1.29362773895264,1.18157076835632,1.25857543945312,1.23668599128723,1.35434186458588,1.2388
1.35251474380493,1.26915776729584,1.3151421546936,1.19643223285675,1.28485822677612,1.26124620437622,1.36118459701538,1.2709
1.36509501934052,1.28697681427002,1.33760786056519,1.21362853050232,1.31429672241211,1.28696429729462,1.36981356143951,1.3036
1.37287068367004,1.29833984375,1.35096573829651,1.22345507144928,1.33011615276337,1.30212128162384,1.37650072574615,1.322
1.37771344184875,1.30211460590363,1.35184502601624,1.22633290290833,1.32960283756256,1.30384528636932,1.38302505016327,1.3343
1.38554298877716,1.30703938007355,1.35570430755615,1.22964382171631,1.33076858520508,1.30620384216309,1.39202666282654,1.3426
1.40127575397491,1.31717133522034,1.36725068092346,1.23685741424561,1.33975255489349,1.31476664543152,1.40838968753815,1.347
1.41707623004913,1.3270012140274,1.38052201271057,1.24399065971375,1.35025835037231,1.3235547542572,1.42487490177155,1.3434
