agg_small_1,agg_small_de_2,agg_all_3,agg_all_de_4,original
1.36521220207214,1.34119629859924,1.46773052215576,1.36054956912994,1.4582
1.36728417873383,1.35396838188171,1.47868835926056,1.3679176568985,1.4611
1.3756240606308,1.36603939533234,1.49087810516357,1.37587416172028,1.46
1.37734532356262,1.36989998817444,1.50298082828522,1.3738317489624,1.4607
1.38830578327179,1.38517105579376,1.51796185970306,1.38534009456635,1.4683
1.37948286533356,1.38244032859802,1.52692914009094,1.38553035259247,1.4768
1.38414227962494,1.39834654331207,1.56325566768646,1.41386413574219,1.5011
1.38278460502625,1.40654563903809,1.57695007324219,1.43311023712158,1.5383
1.3919130563736,1.43007755279541,1.58341670036316,1.44742476940155,1.5683
1.40211617946625,1.44654941558838,1.56866347789764,1.45046532154083,1.5974
1.42507827281952,1.46110224723816,1.55736577510834,1.44001471996307,1.6234
1.40147995948792,1.42825758457184,1.534219622612,1.427943110466,1.6482
1.38826596736908,1.41522586345673,1.51229095458984,1.42841923236847,1.6735
1.35861778259277,1.39762318134308,1.50021386146545,1.42090678215027,1.6996
1.34892010688782,1.40031683444977,1.47331058979034,1.41279137134552,1.7265
1.34078860282898,1.385138630867,1.46457159519196,1.4090279340744,1.7265
1.33935916423798,1.36998522281647,1.45434439182281,1.40847516059875,1.7265
1.35010695457458,1.36766409873962,1.4471892118454,1.41239929199219,1.5092
1.34973537921906,1.36104846000671,1.4443062543869,1.39912247657776,1.4952
1.3495956659317,1.35942149162292,1.44771373271942,1.38573718070984,1.4698
1.35088670253754,1.35857558250427,1.46085953712463,1.38764119148254,1.3463
1.36241245269775,1.36514103412628,1.47110652923584,1.38087332248688,1.3575
1.36738717556,1.35832619667053,1.48622167110443,1.3761647939682,1.3834
1.37894546985626,1.36449551582336,1.48813414573669,1.36657333374023,1.4101
