agg_small_1,agg_small_de_2,agg_all_3,agg_all_de_4,original
1.1209260225296,1.02867650985718,1.04127681255341,0.982102036476135,1.0535
1.13371109962463,1.04665994644165,1.07756042480469,1.00687968730927,1.0956
1.15605998039246,1.06702625751495,1.10777974128723,1.02757811546326,1.1408
1.16199600696564,1.0817996263504,1.1265766620636,1.05392003059387,1.1981
1.17872595787048,1.09596133232117,1.13675594329834,1.06777107715607,1.2006
1.20845901966095,1.12651646137238,1.15492188930511,1.08341670036316,1.2105
1.23288404941559,1.15337371826172,1.16858994960785,1.10163044929504,1.2441
1.26628303527832,1.17109274864197,1.19010043144226,1.11636579036713,1.2683
1.2908878326416,1.17209792137146,1.20182120800018,1.12110733985901,1.2859
1.27427518367767,1.14644682407379,1.1859245300293,1.10493743419647,1.2425
1.26430726051331,1.11735570430756,1.17277371883392,1.08290374279022,1.2139
1.23934304714203,1.09089577198029,1.15206909179688,1.05037593841553,1.1757
1.21187269687653,1.07658004760742,1.12795901298523,1.02474582195282,1.1683
1.14849674701691,1.05100214481354,1.10436296463013,1.00233590602875,1.1682
1.10035538673401,1.03606927394867,1.09625804424286,1.00515627861023,1.1797
1.0749477148056,1.03371560573578,1.07601034641266,1.00418794155121,1.1607
1.09941756725311,1.04708278179169,1.05829536914825,1.00415933132172,1.1605
1.12729561328888,1.06317687034607,1.05787658691406,1.01320493221283,1.167
1.17258727550507,1.08393502235413,1.06937754154205,1.02594411373138,1.1848
1.18933844566345,1.0911363363266,1.09353995323181,1.0443012714386,1.1951
1.19086015224457,1.09137117862701,1.11068940162659,1.05586647987366,1.2129
1.1836576461792,1.0817164182663,1.12208557128906,1.06521761417389,1.2253
1.17566883563995,1.07577955722809,1.12508416175842,1.06231224536896,1.2294
1.19331920146942,1.08142352104187,1.12935197353363,1.05710411071777,1.2263
