all_75,all_55,all_35,all_43,all_51,all_47,all_67,original
1.44333672523499,1.44765245914459,1.41544985771179,1.41269552707672,1.38494682312012,1.36239349842072,1.44343721866608,1.4582
1.45107054710388,1.45857524871826,1.42340183258057,1.4208174943924,1.39188981056213,1.37088537216187,1.45211136341095,1.4611
1.46126103401184,1.4697093963623,1.43098545074463,1.43013119697571,1.39646852016449,1.37702608108521,1.46243107318878,1.46
1.47653913497925,1.48047983646393,1.43706560134888,1.43913447856903,1.40193343162537,1.38376593589783,1.47159337997437,1.4607
1.49028539657593,1.49344754219055,1.44629383087158,1.44928407669067,1.41044628620148,1.39414072036743,1.4834680557251,1.4683
1.50646734237671,1.50495398044586,1.45187449455261,1.46146380901337,1.41890740394592,1.40558981895447,1.4898453950882,1.4768
1.54270505905151,1.52870154380798,1.46905422210693,1.48051488399506,1.43494427204132,1.42504096031189,1.51894271373749,1.5011
1.56165552139282,1.54020738601685,1.47627675533295,1.49391829967499,1.44560551643372,1.43740463256836,1.53129482269287,1.5383
1.5627646446228,1.53994727134705,1.47693073749542,1.49102377891541,1.44274652004242,1.43252420425415,1.53652918338776,1.5683
1.54524421691895,1.53203165531158,1.4726665019989,1.48489618301392,1.43788504600525,1.42535901069641,1.52632021903992,1.5974
1.53305864334106,1.52375173568726,1.46826457977295,1.47893404960632,1.43469786643982,1.41983723640442,1.51949453353882,1.6234
1.51059508323669,1.50812017917633,1.45802092552185,1.46663212776184,1.42571556568146,1.4097763299942,1.49872207641602,1.6482
1.49080348014832,1.49228143692017,1.44773018360138,1.45204901695251,1.41434907913208,1.39660334587097,1.48315620422363,1.6735
1.48029589653015,1.47693133354187,1.43565011024475,1.4368097782135,1.39839243888855,1.3785982131958,1.47054660320282,1.6996
1.45299386978149,1.45356595516205,1.41610717773438,1.41329383850098,1.38051986694336,1.35869574546814,1.44701635837555,1.7265
1.44104480743408,1.44167268276215,1.40587103366852,1.40189039707184,1.37009704113007,1.34776306152344,1.43759262561798,1.7265
1.42801761627197,1.42941963672638,1.39662337303162,1.39159393310547,1.36400413513184,1.34043574333191,1.4286687374115,1.7265
1.41753625869751,1.42407131195068,1.39395093917847,1.38840448856354,1.36413764953613,1.33933687210083,1.42320573329926,1.5092
1.41452860832214,1.42646014690399,1.39389896392822,1.39078009128571,1.36535406112671,1.34126424789429,1.42129576206207,1.4952
1.41733264923096,1.43274867534637,1.3963520526886,1.3949168920517,1.36713314056396,1.34494137763977,1.42298924922943,1.4698
1.42579078674316,1.44093334674835,1.40345931053162,1.40066981315613,1.36996412277222,1.34876012802124,1.4332594871521,1.3463
1.43866372108459,1.44991564750671,1.41026163101196,1.40896987915039,1.37483739852905,1.35358619689941,1.44296061992645,1.3575
1.45439648628235,1.46136677265167,1.41762399673462,1.41765904426575,1.38222765922546,1.36192655563354,1.45548582077026,1.3834
1.45817756652832,1.4677095413208,1.42213606834412,1.42504918575287,1.3892457485199,1.37006282806396,1.45756554603577,1.4101
