all_75,all_55,all_35,all_43,all_51,all_47,all_67,original
1.47547113895416,1.4766925573349,1.45924293994904,1.44996881484985,1.42769503593445,1.42463862895966,1.45803678035736,1.4193
1.46221232414246,1.46577644348145,1.44932734966278,1.44084143638611,1.41690862178802,1.41646659374237,1.44502711296082,1.4122
1.46848785877228,1.46926689147949,1.45202147960663,1.44317841529846,1.41652059555054,1.41704261302948,1.45068311691284,1.4083
1.47383177280426,1.47497916221619,1.45611250400543,1.44726705551147,1.41696572303772,1.41881847381592,1.4536360502243,1.4045
1.46744287014008,1.46856069564819,1.44909870624542,1.44026374816895,1.40922391414642,1.41169381141663,1.44699609279633,1.4026
1.4518541097641,1.45824372768402,1.43925261497498,1.43161416053772,1.39793562889099,1.40466678142548,1.4297571182251,1.4045
1.45076143741608,1.45389771461487,1.43509948253632,1.427081823349,1.39308869838715,1.40053415298462,1.4306948184967,1.4101
1.45826637744904,1.45879566669464,1.43921136856079,1.43091416358948,1.39099705219269,1.40094256401062,1.43461740016937,1.4176
1.45646417140961,1.45498776435852,1.43320524692535,1.42426490783691,1.38141655921936,1.39314413070679,1.42945671081543,1.4248
1.43078887462616,1.43689823150635,1.41678035259247,1.40900039672852,1.36613261699677,1.38073420524597,1.40549314022064,1.4295
1.37250554561615,1.38416111469269,1.37027168273926,1.36561918258667,1.33827352523804,1.34443700313568,1.36021447181702,1.4383
1.30915224552155,1.32925271987915,1.32004880905151,1.3173975944519,1.30477905273438,1.30187964439392,1.30356884002686,1.4248
1.25402212142944,1.2772262096405,1.27164244651794,1.26976275444031,1.27680897712708,1.26122498512268,1.25642502307892,1.4112
1.24286246299744,1.2573401927948,1.25331521034241,1.25067377090454,1.26513075828552,1.24121868610382,1.24783289432526,1.3912
1.2301025390625,1.23949694633484,1.23407423496246,1.23094022274017,1.24706721305847,1.2205890417099,1.23361384868622,1.3711
1.22103822231293,1.23234355449677,1.22609102725983,1.22323203086853,1.23561227321625,1.21267604827881,1.22377264499664,1.3576
1.22012710571289,1.2311909198761,1.22503530979156,1.22219324111938,1.23177361488342,1.21137285232544,1.22308027744293,1.3559
1.22778391838074,1.24151790142059,1.23368728160858,1.23049211502075,1.23368740081787,1.21804654598236,1.22761809825897,1.3546
1.23902773857117,1.25707983970642,1.24701118469238,1.24307799339294,1.23798418045044,1.22921478748322,1.23522579669952,1.3563
1.2502692937851,1.27052998542786,1.26040518283844,1.25629806518555,1.24649381637573,1.24202036857605,1.24541628360748,1.3327
1.27627527713776,1.28938460350037,1.27849411964417,1.27262544631958,1.25958144664764,1.25651967525482,1.26929914951324,1.3255
1.295205950737,1.3069064617157,1.29410183429718,1.28703427314758,1.26933336257935,1.26925539970398,1.28317391872406,1.3175
1.30862557888031,1.31751644611359,1.30373120307922,1.29618120193481,1.27665567398071,1.2774041891098,1.29586005210876,1.3083
1.31808435916901,1.32493841648102,1.31154143810272,1.30377721786499,1.28369450569153,1.28413760662079,1.30522501468658,1.3057
