s1,s2,s3,s4,s5,i6,i7,i8,original
1.01305794715881,0.982661485671997,1.03042411804199,0.967664837837219,0.961009800434113,NaN,0.988729357719421,0.994195818901062,0.94674
1.02334678173065,0.996674418449402,1.0378110408783,0.983502745628357,0.979949712753296,NaN,1.19375801086426,1.01266407966614,0.97751
1.02590274810791,1.00127339363098,1.04380321502686,0.996485650539398,0.993120074272156,NaN,1.21815288066864,1.02102887630463,1.0094
1.04408288002014,1.02374339103699,1.07672989368439,1.03334808349609,1.02753949165344,NaN,1.25076699256897,1.0451043844223,0.97333
1.05339932441711,1.03506708145142,1.06921172142029,1.0316948890686,1.03112733364105,NaN,1.23098862171173,1.05733478069305,0.95422
1.07176029682159,1.05559027194977,1.08354187011719,1.04693901538849,1.04932498931885,NaN,1.24215245246887,1.07795751094818,0.91634
1.0803587436676,1.06399619579315,1.09280848503113,1.05634129047394,1.05869150161743,NaN,1.2140736579895,1.08396005630493,0.91437
1.07210206985474,1.05687820911407,1.07996296882629,1.04942750930786,1.05741834640503,NaN,1.20717298984528,1.07811069488525,0.91437
1.08120405673981,1.06779789924622,1.10613965988159,1.07447910308838,1.08042025566101,NaN,1.22656452655792,1.08340668678284,0.91437
1.04787766933441,1.0348402261734,1.05890154838562,1.03419899940491,1.04256176948547,NaN,1.19439888000488,1.06020522117615,0.91437
1.02459096908569,1.01037299633026,1.03603100776672,1.01259517669678,1.0202933549881,NaN,1.17296373844147,1.04256868362427,0.91437
0.998449563980103,0.98622453212738,1.03082668781281,1.01090443134308,1.01290059089661,NaN,1.1537172794342,1.02420055866241,0.91437
0.972209215164185,0.964111804962158,1.0216258764267,1.00773251056671,1.00618779659271,NaN,1.15992045402527,1.00903105735779,0.91437
0.964207768440247,0.957070827484131,1.01156306266785,1.00342297554016,1.00439321994781,NaN,1.17331099510193,1.00268745422363,0.91437
0.951302886009216,0.942711353302002,0.981343388557434,0.976133286952972,0.979997575283051,NaN,1.14221155643463,0.988679826259613,0.91437
0.953544497489929,0.944447040557861,1.00417566299438,0.995372414588928,0.993157625198364,NaN,1.1468231678009,0.987718880176544,0.91437
0.959349632263184,0.949300527572632,1.01809573173523,1.00296211242676,0.996508538722992,NaN,1.17235589027405,0.987853705883026,0.91437
0.963175296783447,0.949240922927856,0.997689604759216,0.981107115745544,0.980928659439087,NaN,1.17825520038605,0.981312334537506,0.86923
0.981203675270081,0.960465669631958,0.999794781208038,0.972213506698608,0.972889721393585,NaN,1.18338012695312,0.983603894710541,0.84668
0.991949915885925,0.965527296066284,1.01194071769714,0.975565195083618,0.97237229347229,NaN,1.18665599822998,0.981381475925446,0.79745
0.982187867164612,0.952913999557495,0.993802428245544,0.955522119998932,0.955333173274994,NaN,1.17560052871704,0.966338038444519,0.85413
0.97802460193634,0.946876406669617,0.988449513912201,0.948792040348053,0.949549198150635,NaN,1.17230486869812,0.959678709506989,0.90317
0.985102295875549,0.955009937286377,1.00003910064697,0.959568381309509,0.960706651210785,NaN,1.18237972259521,0.966107308864594,0.91388
0.991878747940063,0.963627934455872,1.00734257698059,0.966590106487274,0.967549681663513,NaN,1.19562363624573,0.976385414600372,0.91379
