s1,s2,s3,s4,s5,i6,i7,i8,original
1.12285327911377,1.11287152767181,1.07553541660309,1.12599086761475,1.11408460140228,NaN,1.03479087352753,1.06367802619934,1.0434
1.13992750644684,1.13148665428162,1.09335696697235,1.14563429355621,1.1339008808136,NaN,1.20043778419495,1.08139967918396,1.0543
1.15753054618835,1.15064287185669,1.11340308189392,1.16679430007935,1.15543568134308,NaN,1.20863902568817,1.10294735431671,1.0603
1.17364764213562,1.16637802124023,1.13058948516846,1.18304085731506,1.17212998867035,NaN,1.23804950714111,1.12602019309998,1.0755
1.19613003730774,1.18985652923584,1.15359961986542,1.20645821094513,1.19792580604553,NaN,1.26071155071259,1.15464878082275,1.089
1.21849799156189,1.21238803863525,1.17461550235748,1.22892022132874,1.22196102142334,NaN,1.27364206314087,1.1803787946701,1.1063
1.23060417175293,1.2247097492218,1.18526828289032,1.23991620540619,1.23271465301514,NaN,1.27946376800537,1.19459164142609,1.124
1.2412873506546,1.23602843284607,1.1967738866806,1.24666261672974,1.2415097951889,NaN,1.29839825630188,1.21210896968842,1.1358
1.23312723636627,1.23555588722229,1.19237995147705,1.24087429046631,1.24044632911682,NaN,1.2610719203949,1.20015239715576,1.1297
1.1959056854248,1.20000982284546,1.16116654872894,1.21425294876099,1.20542204380035,NaN,1.20503604412079,1.16814422607422,1.096
1.14422202110291,1.15408253669739,1.11425542831421,1.16522037982941,1.15712976455688,NaN,1.18495917320251,1.10021781921387,1.0123
1.09655451774597,1.11020612716675,1.06665813922882,1.11405313014984,1.10848701000214,NaN,1.17466509342194,1.03132820129395,0.92462
1.05985367298126,1.07241654396057,1.0392781496048,1.09580039978027,1.08700680732727,NaN,1.16258990764618,0.977191209793091,0.83991
1.02254056930542,1.03247618675232,1.00006330013275,1.05591356754303,1.04497647285461,NaN,1.16016137599945,0.928207218647003,0.81671
0.997460305690765,0.9997838139534,0.966713905334473,1.02203190326691,1.00605046749115,NaN,1.15197455883026,0.895470023155212,0.79203
0.984666168689728,0.97791451215744,0.947858810424805,1.00049436092377,0.983334422111511,NaN,1.16375064849854,0.875942051410675,0.7765
1.00255727767944,0.995529413223267,0.962949275970459,1.01691794395447,1.00132703781128,NaN,1.16917788982391,0.898941397666931,0.76376
1.01816272735596,1.00516557693481,0.975532412528992,1.03098404407501,1.01556444168091,NaN,1.18835365772247,0.916800975799561,0.78902
1.02325809001923,1.00129294395447,0.970386743545532,1.02119016647339,1.00525009632111,NaN,1.21936070919037,0.927333652973175,0.80533
1.03170728683472,1.00196170806885,0.971622705459595,1.02026927471161,1.00429558753967,NaN,1.23869025707245,0.937505722045898,0.82077
1.00415945053101,0.959553480148315,0.931414723396301,0.975604176521301,0.952462434768677,NaN,1.25081551074982,0.902880311012268,0.83883
1.02267217636108,0.98153430223465,0.951890230178833,0.999220013618469,0.973238229751587,NaN,1.24541509151459,0.92649233341217,0.85853
1.03671741485596,1.00180542469025,0.971474051475525,1.02245020866394,0.993345856666565,NaN,1.23600804805756,0.94132274389267,0.87354
1.05350518226624,1.02543687820435,0.994733810424805,1.04824328422546,1.0168035030365,NaN,1.22606921195984,0.961139619350433,0.89416
