all_75,all_55,all_35,all_43,all_51,all_47,all_67,original
0.991861462593079,0.995546221733093,0.948234975337982,0.966909646987915,1.05790781974792,1.01411616802216,0.965013146400452,0.97727
0.990424633026123,1.00089466571808,0.951490879058838,0.970504581928253,1.06534147262573,1.02047991752625,0.964814722537994,0.99151
0.997715473175049,1.00828373432159,0.955509960651398,0.974647641181946,1.0783703327179,1.02815747261047,0.969540297985077,1.0099
1.00600922107697,1.0153648853302,0.960506498813629,0.981386780738831,1.09053039550781,1.03748404979706,0.976086854934692,1.0486
1.01906716823578,1.0293904542923,0.974187135696411,0.994885146617889,1.1044590473175,1.05197930335999,0.988705337047577,1.0805
1.02888786792755,1.03996253013611,0.985644996166229,1.00719666481018,1.11432182788849,1.06359505653381,0.998561322689056,1.1123
1.05434167385101,1.06343114376068,1.01276409626007,1.03325259685516,1.1309722661972,1.08649623394012,1.02370309829712,1.1249
1.10989630222321,1.1051812171936,1.06630849838257,1.08543384075165,1.16818225383759,1.12901699542999,1.077232837677,1.1215
1.14658832550049,1.14064061641693,1.11356389522552,1.12750852108002,1.19480073451996,1.16279542446136,1.11937963962555,1.0968
1.09926962852478,1.10107624530792,1.06244087219238,1.07961046695709,1.163449883461,1.12403273582458,1.07096672058105,1.0747
1.03807759284973,1.06122004985809,1.01211905479431,1.03134119510651,1.12514328956604,1.08174264431,1.01633942127228,1.0585
0.997423887252808,1.02325046062469,0.967299282550812,0.987357258796692,1.08636999130249,1.04142510890961,0.978086829185486,1.014
0.929626226425171,0.974226355552673,0.907126247882843,0.929226279258728,1.03397905826569,0.989902138710022,0.917683601379395,0.96856
0.893299162387848,0.943581104278564,0.870308756828308,0.892755448818207,0.999732494354248,0.955801486968994,0.885310053825378,0.91671
0.853588104248047,0.918397307395935,0.838612735271454,0.862153232097626,0.971965789794922,0.927870750427246,0.851811647415161,0.86982
0.839527368545532,0.910772681236267,0.828272938728333,0.851418077945709,0.964158177375793,0.917565941810608,0.839848160743713,0.83317
0.84109103679657,0.918239951133728,0.83427882194519,0.857347846031189,0.978304505348206,0.924880504608154,0.838407874107361,0.81711
0.868731021881104,0.943453192710876,0.861836135387421,0.885537564754486,1.00584387779236,0.951862215995789,0.859401702880859,0.80126
0.917923092842102,0.973083734512329,0.899844467639923,0.923179507255554,1.03527867794037,0.982860207557678,0.902023792266846,0.83197
0.964571833610535,0.994926810264587,0.936011373996735,0.956275701522827,1.05243694782257,1.00495791435242,0.944435715675354,0.85268
0.994383096694946,1.01252615451813,0.963623225688934,0.980301737785339,1.06250286102295,1.02098834514618,0.973819613456726,0.8701
1.01033759117126,1.0195906162262,0.979335606098175,0.995034098625183,1.0640971660614,1.02798461914062,0.990938901901245,0.88803
1.01628971099854,1.02910268306732,0.993632614612579,1.0065393447876,1.0647451877594,1.03548300266266,0.999195218086243,0.9068
1.01661252975464,1.02424144744873,0.986201822757721,1.00000143051147,1.06611001491547,1.03214025497437,0.996619343757629,0.92388
