agg_small_1,agg_small_de_2,agg_all_3,agg_all_de_4,original
1.31809449195862,1.40265047550201,1.09867930412292,1.28790485858917,1.1646
1.33764374256134,1.40332996845245,1.13035082817078,1.27269649505615,1.1973
1.36938190460205,1.41206538677216,1.15281474590302,1.26916205883026,1.2161
1.39264476299286,1.4267692565918,1.17190897464752,1.27810001373291,1.2358
1.37255537509918,1.43636977672577,1.17663681507111,1.27104556560516,1.2552
1.35196399688721,1.44419991970062,1.18525850772858,1.26665997505188,1.2747
1.36544442176819,1.46257197856903,1.19787013530731,1.27544319629669,1.2852
1.39723694324493,1.49526083469391,1.21863687038422,1.29758620262146,1.2837
1.40276801586151,1.5039234161377,1.22648620605469,1.30162489414215,1.2837
1.4100341796875,1.49322295188904,1.21584761142731,1.27616322040558,1.2821
1.38869798183441,1.45501232147217,1.20698523521423,1.23960864543915,1.2772
1.38805162906647,1.40664231777191,1.17604982852936,1.2016943693161,1.2772
1.36133790016174,1.34539318084717,1.12739062309265,1.16999900341034,1.2772
1.30565059185028,1.29379916191101,1.06524074077606,1.13801884651184,1.2772
1.28680789470673,1.26041877269745,1.00781273841858,1.09726285934448,1.2772
1.28440058231354,1.24944674968719,0.978287041187286,1.07326674461365,1.2756
1.28899586200714,1.24241483211517,0.982297837734222,1.07032525539398,1.2659
1.28577935695648,1.23276019096375,0.98850804567337,1.05980443954468,1.2419
1.26993000507355,1.2197322845459,0.998565018177032,1.05460870265961,1.2141
1.26673662662506,1.22494494915009,0.998592495918274,1.05545973777771,1.1871
1.28222644329071,1.24040675163269,1.00214970111847,1.0628833770752,1.1631
1.28968751430511,1.25697040557861,1.00561594963074,1.0820654630661,1.1506
1.30239808559418,1.27347075939178,1.01594126224518,1.10185134410858,1.1513
1.29967772960663,1.27491402626038,1.02057528495789,1.11010241508484,1.1608
