small_1,small_de_2,all_3,all_de_4,small_5,small_de_6,all_7,all_de_8,small_9,small_de_10,all_11,all_de_12,small_13,small_de_14,all_15,all_de_16,small_17,small_de_18,all_19,all_de_20,small_21,small_de_22,all_23,all_de_24,small_25,small_de_26,all_27,all_de_28,original
1.18597638607025,1.14432120323181,1.01192331314087,0.997876226902008,1.18269038200378,1.14439463615417,1.00591909885406,0.998164415359497,1.14440941810608,1.14411175251007,1.03076815605164,0.997736692428589,1.18051218986511,1.14423358440399,1.02002418041229,0.999642372131348,1.17933797836304,1.14402687549591,1.03476393222809,0.99856972694397,1.18451833724976,1.14414930343628,1.06120109558105,0.997646749019623,1.19704747200012,1.14374077320099,1.04413139820099,0.998183727264404,0.94674
1.17791926860809,1.1513055562973,1.0289421081543,1.02400708198547,1.17453956604004,1.15137588977814,1.02383148670197,1.024294257164,1.14279568195343,1.15110886096954,1.04590606689453,1.02381026744843,1.17300653457642,1.15123748779297,1.03551602363586,1.02551543712616,1.17116522789001,1.15101504325867,1.04803121089935,1.02455008029938,1.17673206329346,1.15114104747772,1.0714123249054,1.02377676963806,1.18941712379456,1.15066003799438,1.05932140350342,1.02432751655579,0.97751
1.16805768013,1.15441119670868,1.03800737857819,1.041832447052,1.1645712852478,1.15447747707367,1.03309321403503,1.0422351360321,1.14120960235596,1.15422928333282,1.05343627929688,1.04176104068756,1.16383731365204,1.15436482429504,1.04292929172516,1.04273319244385,1.16116940975189,1.1541234254837,1.05329465866089,1.04249572753906,1.16722702980042,1.15425431728363,1.07498073577881,1.04150450229645,1.18011128902435,1.15368711948395,1.06675350666046,1.04217672348022,1.0094
1.1723393201828,1.1741030216217,1.05636525154114,1.0646003484726,1.16931772232056,1.17417192459106,1.05227148532867,1.065065741539,1.15221321582794,1.17391693592072,1.07028317451477,1.06461679935455,1.16821098327637,1.17405259609222,1.05989861488342,1.06518614292145,1.16589879989624,1.17381966114044,1.06833696365356,1.06534469127655,1.17203593254089,1.1739456653595,1.08634519577026,1.06423032283783,1.18449783325195,1.17341864109039,1.08361303806305,1.06496894359589,0.97333
1.16479706764221,1.18602156639099,1.06475281715393,1.07661128044128,1.16152846813202,1.1860898733139,1.06125926971436,1.07715606689453,1.14495408535004,1.18584144115448,1.07686305046082,1.07674252986908,1.16089057922363,1.18598759174347,1.06708681583405,1.07727420330048,1.15811049938202,1.18574714660645,1.07523679733276,1.07752013206482,1.16439259052277,1.18587303161621,1.08949160575867,1.07622814178467,1.17717862129211,1.18530428409576,1.08975267410278,1.07698559761047,0.95422
1.16937780380249,1.20783734321594,1.07534265518188,1.09301316738129,1.16623437404633,1.20790672302246,1.07349908351898,1.09349584579468,1.14921998977661,1.20765423774719,1.0863676071167,1.09307360649109,1.16534423828125,1.20779740810394,1.07770657539368,1.09421372413635,1.16281580924988,1.2075617313385,1.08725309371948,1.09387028217316,1.16902101039886,1.20768618583679,1.09791922569275,1.09271800518036,1.18164145946503,1.20714282989502,1.09991884231567,1.09337830543518,0.91634
1.15893173217773,1.21814024448395,1.085564494133,1.10453379154205,1.15550851821899,1.21820533275604,1.08355402946472,1.10492479801178,1.14293348789215,1.21796751022339,1.09627079963684,1.10446047782898,1.15542817115784,1.21811509132385,1.08762514591217,1.10619366168976,1.15207648277283,1.21786510944366,1.09719944000244,1.10525977611542,1.15865790843964,1.21799397468567,1.10816121101379,1.10431134700775,1.17166590690613,1.2173855304718,1.10905599594116,1.10486364364624,0.91437
1.16479969024658,1.23333585262299,1.08519649505615,1.11117589473724,1.16130471229553,1.23339831829071,1.08400988578796,1.1115996837616,1.14478266239166,1.23315465450287,1.09415817260742,1.11118078231812,1.16106677055359,1.23328542709351,1.08636856079102,1.1129777431488,1.157879114151,1.23304438591003,1.0968781709671,1.11193907260895,1.16432440280914,1.23317539691925,1.10498237609863,1.11099112033844,1.17730975151062,1.23262178897858,1.10696351528168,1.11158335208893,0.91437
1.17493569850922,1.2332136631012,1.10070085525513,1.11330306529999,1.17163300514221,1.23327243328094,1.09942674636841,1.11376512050629,1.15253114700317,1.23302185535431,1.10963141918182,1.11346626281738,1.17087244987488,1.23312628269196,1.10124564170837,1.11515319347382,1.16821050643921,1.23289632797241,1.11023378372192,1.11435008049011,1.17444884777069,1.23303115367889,1.11822557449341,1.11308825016022,1.18712818622589,1.23255109786987,1.12169373035431,1.11361241340637,0.91437
1.17436361312866,1.21014094352722,1.08051252365112,1.0822811126709,1.17046642303467,1.21018743515015,1.07866644859314,1.08253693580627,1.14238679409027,1.20995593070984,1.08964729309082,1.08228063583374,1.17013120651245,1.21003293991089,1.0808447599411,1.0852575302124,1.16705942153931,1.20978665351868,1.08804082870483,1.0831778049469,1.17317414283752,1.20993828773499,1.09750151634216,1.08227956295013,1.18625569343567,1.20941042900085,1.10162591934204,1.08262634277344,0.91437
