s1,s2,s3,s4,s5,i6,i7,i8,original
1.38651835918427,1.39007115364075,1.39411950111389,1.3990466594696,1.38544166088104,0.741082787513733,0.787260174751282,1.38935363292694,1.4582
1.39432227611542,1.39749145507812,1.4024920463562,1.40706145763397,1.39294409751892,0.836903870105743,0.870644509792328,1.39772272109985,1.4611
1.40073370933533,1.40295088291168,1.407710313797,1.41328692436218,1.39953529834747,0.918710291385651,0.952265083789825,1.40345084667206,1.46
1.40823686122894,1.41220283508301,1.41480588912964,1.42102265357971,1.40774130821228,0.992852807044983,1.02926623821259,1.41326999664307,1.4607
1.4184455871582,1.42233395576477,1.42428421974182,1.43110907077789,1.41826677322388,1.05747365951538,1.0995454788208,1.4237699508667,1.4683
1.4274023771286,1.43187665939331,1.43074727058411,1.4391348361969,1.4280241727829,1.11772751808167,1.16291236877441,1.43492662906647,1.4768
1.44069409370422,1.44605183601379,1.44458985328674,1.4544860124588,1.44453692436218,1.16626214981079,1.21772015094757,1.44973611831665,1.5011
1.44621229171753,1.45142149925232,1.44798040390015,1.45984447002411,1.45170724391937,1.20594906806946,1.26345074176788,1.45597958564758,1.5383
1.44338572025299,1.450190782547,1.44798946380615,1.45866239070892,1.44902718067169,1.23544561862946,1.2997772693634,1.45275211334229,1.5683
1.43639087677002,1.44172120094299,1.4395706653595,1.44949507713318,1.43930602073669,1.25822246074677,1.32787823677063,1.44331920146942,1.5974
1.4300240278244,1.43582916259766,1.43603670597076,1.44425022602081,1.43317317962646,1.27699041366577,1.34861445426941,1.4357795715332,1.6234
1.42116379737854,1.42457723617554,1.42650961875916,1.43370032310486,1.42246222496033,1.29166281223297,1.3635721206665,1.42434251308441,1.6482
1.413334608078,1.4160121679306,1.4159140586853,1.42400181293488,1.41365373134613,1.30168151855469,1.37372660636902,1.41501152515411,1.6735
1.40520429611206,1.40921854972839,1.4122474193573,1.4192168712616,1.40734469890594,1.31245112419128,1.38158226013184,1.41106748580933,1.6996
1.39226853847504,1.39673483371735,1.39958810806274,1.40523791313171,1.39227092266083,1.32400393486023,1.38871586322784,1.40041923522949,1.7265
1.38445639610291,1.38773214817047,1.39402735233307,1.39888775348663,1.38470053672791,1.33493185043335,1.39556431770325,1.39261424541473,1.7265
1.37655687332153,1.37920951843262,1.38681840896606,1.39124011993408,1.37644028663635,1.34298586845398,1.40149867534637,1.38248300552368,1.7265
1.3735077381134,1.37558507919312,1.38423466682434,1.38795065879822,1.37245047092438,1.35001301765442,1.40679180622101,1.37743556499481,1.5092
1.37256956100464,1.37490916252136,1.38102507591248,1.38483285903931,1.3694840669632,1.3577344417572,1.4117739200592,1.37614107131958,1.4952
1.37487864494324,1.3772988319397,1.3828821182251,1.38635206222534,1.37079465389252,1.36749649047852,1.41706943511963,1.37953817844391,1.4698
1.38001656532288,1.38152730464935,1.38834047317505,1.39226400852203,1.37652957439423,1.37286448478699,1.42147219181061,1.38274228572845,1.3463
1.38561642169952,1.38751482963562,1.39211845397949,1.39739394187927,1.3824827671051,1.38020694255829,1.4260116815567,1.38877630233765,1.3575
1.39322209358215,1.39641928672791,1.40011143684387,1.40593683719635,1.39127266407013,1.38723301887512,1.43052625656128,1.3980268239975,1.3834
1.40018773078918,1.40266132354736,1.40588045120239,1.41209506988525,1.39805471897125,1.39722156524658,1.43588948249817,1.40551924705505,1.4101
