all_75,all_55,all_35,all_43,all_51,all_47,all_67,original
0.915367007255554,0.948485374450684,0.938457667827606,0.949273943901062,0.965441823005676,0.951161861419678,0.917813897132874,0.90849
0.933776259422302,0.958240807056427,0.95042872428894,0.965166330337524,0.977981865406036,0.966514348983765,0.933123469352722,0.91553
0.926187455654144,0.958060920238495,0.952616930007935,0.969482123851776,0.982980489730835,0.969204664230347,0.932072639465332,0.93952
0.931880235671997,0.968118071556091,0.960330784320831,0.978113114833832,0.992421746253967,0.972211956977844,0.939419746398926,0.94138
0.947871565818787,0.974964141845703,0.966410994529724,0.98248291015625,0.995194733142853,0.971619069576263,0.950860142707825,0.92934
0.949168682098389,0.975616812705994,0.966672956943512,0.982912063598633,0.994901657104492,0.975647568702698,0.951226830482483,0.92576
0.954050958156586,0.976365327835083,0.969670057296753,0.987460374832153,0.996701836585999,0.981849133968353,0.955684065818787,0.91354
0.950355231761932,0.975312352180481,0.968372225761414,0.991456866264343,1.00239825248718,0.990172386169434,0.950763344764709,0.91854
0.944501519203186,0.976839900016785,0.96595823764801,0.990495264530182,1.0028862953186,0.993825733661652,0.94417929649353,0.93514
0.930355072021484,0.965361058712006,0.952279210090637,0.979355871677399,0.993764281272888,0.98901629447937,0.927442789077759,0.95089
0.926331520080566,0.966931104660034,0.952361583709717,0.971969842910767,0.990614771842957,0.983575046062469,0.926396131515503,0.96893
0.905761003494263,0.955006837844849,0.939132809638977,0.954020023345947,0.977926671504974,0.966720879077911,0.909056425094604,0.97537
0.919533848762512,0.963965773582458,0.950634777545929,0.951247096061707,0.976234555244446,0.953278660774231,0.925691366195679,0.97488
0.948295593261719,0.984536170959473,0.972607731819153,0.965722382068634,0.990271687507629,0.961525201797485,0.952679395675659,0.9756
0.940024852752686,0.978114485740662,0.965576887130737,0.959546089172363,0.980559289455414,0.95851081609726,0.946237087249756,0.98328
0.915826797485352,0.956327557563782,0.946181893348694,0.936939716339111,0.958885967731476,0.931650161743164,0.925332903862,0.97061
0.903969585895538,0.939439237117767,0.929636418819427,0.917646646499634,0.943251490592957,0.905917108058929,0.910694360733032,0.97159
0.889536619186401,0.93094789981842,0.91826868057251,0.907942175865173,0.932962596416473,0.896466970443726,0.898858189582825,0.97603
0.883476495742798,0.928542017936707,0.915259897708893,0.912738025188446,0.935062408447266,0.904757022857666,0.893298506736755,0.97542
0.901744365692139,0.940529525279999,0.928623557090759,0.930174291133881,0.950642168521881,0.920457720756531,0.907139778137207,0.99788
0.91530305147171,0.954148411750793,0.943330407142639,0.947356224060059,0.966396033763885,0.938525557518005,0.920253753662109,1.0036
0.92797315120697,0.964895129203796,0.954518795013428,0.96229100227356,0.979452013969421,0.955896854400635,0.93070387840271,0.99035
0.940142273902893,0.973774313926697,0.963962197303772,0.969426512718201,0.985730171203613,0.964201211929321,0.942503333091736,0.96935
0.952209651470184,0.976780891418457,0.968687534332275,0.975412487983704,0.990851402282715,0.972539663314819,0.952162742614746,0.94696
