agg_small_1,agg_small_de_2,agg_all_3,agg_all_de_4,original
0.937210202217102,1.08243274688721,0.899271309375763,1.02270185947418,0.93847
0.95355224609375,1.1107314825058,0.917443156242371,1.03956866264343,0.93532
0.969672739505768,1.11830270290375,0.955968976020813,1.05064225196838,0.93536
0.950370788574219,1.0888512134552,0.952456593513489,1.0519939661026,0.9471
0.94617360830307,1.11018621921539,0.953353524208069,1.07116341590881,0.95976
0.958019852638245,1.14026892185211,0.963415443897247,1.09337103366852,0.9811
0.968931257724762,1.17909920215607,0.974197924137115,1.10039532184601,0.99827
0.985319912433624,1.1930593252182,0.97728568315506,1.11095023155212,1.0157
1.00121319293976,1.1526118516922,0.980286180973053,1.10328102111816,1.0188
0.996268332004547,1.10271942615509,0.969681084156036,1.08595275878906,1.0112
1.00548779964447,1.10721635818481,0.9687140583992,1.06422102451324,1.002
0.981709122657776,1.10033094882965,0.970995783805847,1.04178321361542,0.99723
0.979431569576263,1.11504065990448,0.974304616451263,1.03087055683136,0.92969
0.933911681175232,1.09862148761749,0.950863540172577,1.03748250007629,0.85242
0.904665470123291,1.10887348651886,0.922503411769867,1.0462281703949,0.84312
0.902015686035156,1.11880421638489,0.906093716621399,1.04315388202667,0.80963
0.87210875749588,1.12472522258759,0.884700238704681,1.04685938358307,0.7997
0.857841610908508,1.11847233772278,0.868898510932922,1.04264461994171,0.80934
0.834568500518799,1.11928820610046,0.857838690280914,1.05288541316986,0.85133
0.844382107257843,1.09291112422943,0.838956713676453,1.0505735874176,0.89331
0.855816781520844,1.07698321342468,0.832097053527832,1.05185687541962,0.93589
0.861606121063232,1.08007609844208,0.828656494617462,1.06074070930481,0.92515
0.885475814342499,1.08739864826202,0.846936047077179,1.06004154682159,0.92505
0.913169324398041,1.0987902879715,0.866140902042389,1.06460762023926,0.94735
