small_1,small_de_2,all_3,all_de_4,small_5,small_de_6,all_7,all_de_8,small_9,small_de_10,all_11,all_de_12,small_13,small_de_14,all_15,all_de_16,small_17,small_de_18,all_19,all_de_20,small_21,small_de_22,all_23,all_de_24,small_25,small_de_26,all_27,all_de_28,original
0.884968996047974,0.884842455387115,0.903897345066071,0.814213812351227,0.886065423488617,0.882654130458832,0.883310437202454,0.814510345458984,0.903681099414825,0.887136876583099,0.897620618343353,0.887027680873871,0.859598398208618,0.904698014259338,0.921947598457336,0.887248933315277,0.918501853942871,0.886878788471222,0.866546392440796,0.886878728866577,0.907142519950867,0.886878907680511,0.861600697040558,0.886879026889801,0.890778958797455,0.883244395256042,0.871084690093994,0.822779953479767,0.86522
0.891143441200256,0.892237961292267,0.908476948738098,0.810142755508423,0.893016934394836,0.890056312084198,0.890774607658386,0.810112833976746,0.904273390769958,0.895638883113861,0.899445354938507,0.895520806312561,0.860187113285065,0.913808882236481,0.922677636146545,0.895719051361084,0.91774308681488,0.895369112491608,0.86657452583313,0.895369052886963,0.90584933757782,0.895369231700897,0.862926006317139,0.895369350910187,0.895154476165771,0.89068865776062,0.877751708030701,0.818663477897644,0.87461
0.899767339229584,0.90243136882782,0.912692844867706,0.81899082660675,0.902202725410461,0.900278806686401,0.895072460174561,0.818927943706512,0.910995423793793,0.906413733959198,0.901362419128418,0.906271457672119,0.866785049438477,0.924370527267456,0.92438805103302,0.906517326831818,0.921225607395172,0.906148135662079,0.868234276771545,0.906147837638855,0.908211231231689,0.906148254871368,0.865363597869873,0.906148374080658,0.90391618013382,0.900855898857117,0.882661283016205,0.826818287372589,0.87507
0.901882171630859,0.91432511806488,0.919706583023071,0.818832337856293,0.903449475765228,0.912179291248322,0.89943915605545,0.81814569234848,0.915973842144012,0.919611871242523,0.906180858612061,0.919464111328125,0.871777534484863,0.936797738075256,0.928805947303772,0.919730126857758,0.924946904182434,0.919357061386108,0.871825814247131,0.91935670375824,0.911477744579315,0.919357240200043,0.869844019412994,0.919357299804688,0.906230688095093,0.912722587585449,0.888409018516541,0.827251732349396,0.87683
0.891956567764282,0.919135212898254,0.924052596092224,0.806405603885651,0.88969349861145,0.91692328453064,0.900963544845581,0.80568253993988,0.91557240486145,0.925804138183594,0.911984205245972,0.925675749778748,0.871634304523468,0.941726446151733,0.933739900588989,0.925934791564941,0.928922295570374,0.925564229488373,0.878662407398224,0.925564050674438,0.916745185852051,0.925564408302307,0.877222418785095,0.925564408302307,0.894609093666077,0.917543053627014,0.89050704240799,0.814918994903564,0.88341
0.897368252277374,0.940745830535889,0.939052402973175,0.830244064331055,0.89342999458313,0.938508749008179,0.916036486625671,0.82978218793869,0.925096690654755,0.94812673330307,0.928180456161499,0.948025941848755,0.880712270736694,0.963465631008148,0.945993542671204,0.948238909244537,0.940581917762756,0.947892069816589,0.895841598510742,0.947892248630524,0.928772747516632,0.947892248630524,0.89634120464325,0.947892248630524,0.899243831634521,0.939143538475037,0.905999064445496,0.838859736919403,0.90443
0.872429490089417,0.961851596832275,0.932666301727295,0.859538972377777,0.867669522762299,0.959373652935028,0.910869121551514,0.858463227748871,0.906924784183502,0.969403505325317,0.926213622093201,0.969330847263336,0.863193869590759,0.984090268611908,0.944769680500031,0.969577014446259,0.926764190196991,0.969189584255219,0.897295773029327,0.969190180301666,0.9168461561203,0.969189763069153,0.89496248960495,0.969189763069153,0.876496553421021,0.960573375225067,0.900896370410919,0.868274509906769,0.97303
0.904509902000427,0.98504900932312,0.924311637878418,0.876661717891693,0.90201199054718,0.982473850250244,0.901412844657898,0.875160872936249,0.93263167142868,0.979147017002106,0.921802580356598,0.979072570800781,0.888319730758667,0.99442994594574,0.943179488182068,0.979348838329315,0.940799832344055,0.978958547115326,0.897908926010132,0.978959381580353,0.926839888095856,0.97895872592926,0.892244219779968,0.978958606719971,0.909798979759216,0.983754456043243,0.891548931598663,0.885524034500122,1.0424
0.929338574409485,0.984506011009216,0.923108994960785,0.873239278793335,0.928681612014771,0.981928169727325,0.899279534816742,0.872203230857849,0.951726078987122,0.974090218544006,0.926607370376587,0.974013447761536,0.906570076942444,0.989858210086823,0.947279930114746,0.974353909492493,0.954842090606689,0.97390353679657,0.905097723007202,0.973904192447662,0.93888247013092,0.973903715610504,0.898969769477844,0.97390353679657,0.934982299804688,0.983172833919525,0.890527963638306,0.883385062217712,0.99121
0.912636160850525,0.963671445846558,0.927901387214661,0.892623245716095,0.912360191345215,0.960965931415558,0.903732895851135,0.893631756305695,0.936315476894379,0.956380009651184,0.934722304344177,0.956377744674683,0.891379475593567,0.972262501716614,0.952489137649536,0.956692636013031,0.944515585899353,0.956190347671509,0.913231074810028,0.956190884113312,0.93048095703125,0.956190466880798,0.910033524036407,0.956190228462219,0.919378399848938,0.962584912776947,0.893730342388153,0.901226878166199,0.95318
