agg_small_1,agg_small_de_2,agg_all_3,agg_all_de_4,original
0.842999398708344,0.899446845054626,0.839207530021667,0.86621218919754,0.86522
0.85945850610733,0.90913313627243,0.85446971654892,0.8671555519104,0.87461
0.874934613704681,0.920101344585419,0.866585791110992,0.874272346496582,0.87507
0.884705364704132,0.932342231273651,0.876224637031555,0.878133654594421,0.87683
0.887268602848053,0.937031924724579,0.882766604423523,0.871964335441589,0.88341
0.89763218164444,0.958314597606659,0.901463568210602,0.891541182994843,0.90443
0.877483308315277,0.979170799255371,0.902946650981903,0.914054691791534,0.97303
0.904154479503632,0.992855608463287,0.898568212985992,0.926990687847137,1.0424
0.923929035663605,0.989744246006012,0.899968326091766,0.926243722438812,0.99121
0.907349646091461,0.972941219806671,0.907640635967255,0.931304395198822,0.95318
0.918217480182648,0.962336242198944,0.923680186271667,0.950415730476379,0.93404
0.944364070892334,0.956462562084198,0.936880171298981,0.955407798290253,0.9255
0.961228907108307,0.94932347536087,0.936967074871063,0.938859820365906,0.92014
0.952277064323425,0.934736669063568,0.91531628370285,0.916699349880219,0.913
0.966888844966888,0.921402454376221,0.909607946872711,0.891863346099854,0.90315
0.931388020515442,0.904324352741241,0.894465088844299,0.885092377662659,0.89292
0.917509973049164,0.892414569854736,0.878059089183807,0.880567014217377,0.89067
0.908181011676788,0.879072606563568,0.860792815685272,0.870283484458923,0.89252
0.899052560329437,0.870546281337738,0.871930778026581,0.868414223194122,0.9043
0.90200412273407,0.873546123504639,0.885607182979584,0.883328437805176,0.91456
0.911714851856232,0.882113933563232,0.895164549350739,0.89277058839798,0.92634
0.915043532848358,0.89105886220932,0.898255527019501,0.890579104423523,0.93883
0.905806064605713,0.898592412471771,0.905096411705017,0.897342622280121,0.9487
0.912303328514099,0.907791674137115,0.912418901920319,0.900937259197235,0.9469
