all_75,all_55,all_35,all_43,all_51,all_47,all_67,original
0.874323606491089,0.861940026283264,0.866576611995697,0.880799412727356,0.886006534099579,0.882468998432159,0.844630122184753,0.88263
0.879150867462158,0.86828738451004,0.873377203941345,0.885694146156311,0.889570236206055,0.887217402458191,0.850477695465088,0.89293
0.871292233467102,0.856216907501221,0.860690593719482,0.878699362277985,0.886184751987457,0.881257295608521,0.835040330886841,0.91199
0.871638894081116,0.855518221855164,0.859184205532074,0.878334879875183,0.887413382530212,0.881802201271057,0.833164989948273,0.92114
0.863523483276367,0.841310858726501,0.843470990657806,0.87060421705246,0.8858363032341,0.876241981983185,0.815981030464172,0.9254
0.890830993652344,0.872217178344727,0.875580549240112,0.892026960849762,0.903619647026062,0.897706627845764,0.853556752204895,0.93691
0.914578557014465,0.898694038391113,0.902931094169617,0.911403715610504,0.920836567878723,0.917702615261078,0.884466052055359,0.95426
0.924638032913208,0.909104228019714,0.914268910884857,0.920079350471497,0.928087294101715,0.926180481910706,0.898444354534149,0.96273
0.922925710678101,0.904493570327759,0.910815834999084,0.918525338172913,0.927286982536316,0.924368560314178,0.895095825195312,0.94999
0.910506367683411,0.889480829238892,0.896979928016663,0.907790184020996,0.917293190956116,0.913279712200165,0.88038569688797,0.93072
0.891583144664764,0.870210528373718,0.877336442470551,0.892306089401245,0.901890695095062,0.896768987178802,0.859932363033295,0.91656
0.85789281129837,0.844443678855896,0.846264362335205,0.863601684570312,0.872705459594727,0.865710258483887,0.824797451496124,0.91219
0.818950951099396,0.817658603191376,0.811754882335663,0.826730012893677,0.834025323390961,0.826359748840332,0.788682699203491,0.90089
0.808212161064148,0.806367695331573,0.799528479576111,0.81055223941803,0.817043542861938,0.809450805187225,0.7812260389328,0.88219
0.810476899147034,0.803156673908234,0.803940415382385,0.81713855266571,0.820164501667023,0.817174434661865,0.786931157112122,0.8791
0.839867293834686,0.810352921485901,0.824616968631744,0.847405195236206,0.850160717964172,0.845244765281677,0.806138873100281,0.88218
0.846783101558685,0.811703205108643,0.826215267181396,0.852956175804138,0.863187313079834,0.856594443321228,0.798784017562866,0.88547
0.842974483966827,0.800209164619446,0.815051198005676,0.847980558872223,0.862212061882019,0.853457868099213,0.790748834609985,0.88093
0.827909111976624,0.796096086502075,0.799856066703796,0.832713961601257,0.850509762763977,0.838511943817139,0.775856256484985,0.88507
0.832216084003448,0.805912971496582,0.806997299194336,0.834636211395264,0.851181328296661,0.839836776256561,0.786512136459351,0.89614
0.842455148696899,0.818931221961975,0.82059109210968,0.844152987003326,0.85881769657135,0.849643111228943,0.802516877651215,0.91151
0.854878306388855,0.832442879676819,0.83587920665741,0.858354926109314,0.870852112770081,0.863188445568085,0.81835663318634,0.94253
0.86448860168457,0.844388961791992,0.84716808795929,0.868157744407654,0.880257248878479,0.872539818286896,0.827177166938782,0.94202
0.870808482170105,0.854244530200958,0.856680452823639,0.875427961349487,0.886293411254883,0.880214333534241,0.834713578224182,0.9398
