agg_small_1,agg_small_de_2,agg_all_3,agg_all_de_4,original
0.934743762016296,1.21793973445892,0.895906329154968,1.18448722362518,0.8978
0.963730752468109,1.07919812202454,0.92335170507431,1.03691220283508,0.90676
0.989497303962708,1.06020963191986,0.938727855682373,1.02097916603088,0.91567
1.01546227931976,1.05379664897919,0.949112713336945,1.02955281734467,0.92996
1.0296459197998,1.03000688552856,0.967337667942047,1.03100645542145,0.93625
1.03306841850281,1.12182235717773,0.980555534362793,1.07185447216034,0.94731
1.01536095142365,1.14920318126678,0.987573564052582,1.08706057071686,0.96618
1.01013159751892,1.12065279483795,0.98582249879837,1.08818829059601,0.98623
1.01192605495453,1.07286131381989,0.987206399440765,1.06028294563293,0.97895
1.01773071289062,1.0107843875885,0.98092383146286,1.01299905776978,0.94917
1.01791322231293,0.980169832706451,0.972861111164093,0.973118245601654,0.92171
1.0029593706131,0.966948628425598,0.963213086128235,0.981610596179962,0.90676
0.967502772808075,0.978270173072815,0.947378933429718,1.00288569927216,0.90092
0.91391134262085,0.996959805488586,0.925746619701385,1.02060449123383,0.88247
0.953134477138519,1.18903422355652,0.912018179893494,1.05547440052032,0.85897
0.901986718177795,1.08069479465485,0.891195714473724,1.02780961990356,0.84068
0.887546539306641,0.977600157260895,0.87535148859024,0.991879522800446,0.83535
0.886137366294861,0.903559386730194,0.875358402729034,0.953354954719543,0.84533
0.894450843334198,0.871936917304993,0.867544531822205,0.920082926750183,0.85793
0.912267982959747,0.861486256122589,0.873136579990387,0.890994429588318,0.87232
0.917500197887421,0.858841896057129,0.881767749786377,0.888409197330475,0.8737
0.93089371919632,0.88780277967453,0.894085764884949,0.920835494995117,0.88137
0.948712229728699,0.937883079051971,0.912488281726837,0.941191792488098,0.88709
0.973088920116425,0.998862266540527,0.916755378246307,0.963858962059021,0.89783
