all_deseason_40,all_deseason_44,all_deseason_80,all_deseason_76,all_deseason_72,all_deseason_68,all_deseason_32,original
0.825867593288422,0.843888282775879,0.831694841384888,0.831993222236633,0.830486238002777,0.831392824649811,0.827286660671234,0.86732
0.81648588180542,0.835788726806641,0.817559957504272,0.817734122276306,0.81666362285614,0.811592638492584,0.816257119178772,0.86045
0.815942347049713,0.834614813327789,0.811744570732117,0.810442805290222,0.81110942363739,0.807380497455597,0.814298093318939,0.86036
0.816096305847168,0.837400913238525,0.815025985240936,0.81435751914978,0.814435064792633,0.815496146678925,0.815332114696503,0.84505
0.848232090473175,0.866401672363281,0.850886404514313,0.850235879421234,0.849509000778198,0.85319197177887,0.847948789596558,0.89982
0.904648303985596,0.912684381008148,0.903842866420746,0.902102053165436,0.902869403362274,0.90168684720993,0.904054760932922,0.96468
0.980498552322388,0.976031064987183,0.979316413402557,0.976668298244476,0.978529155254364,0.975240230560303,0.97961413860321,1.0621
1.03720188140869,1.02570533752441,1.03511583805084,1.03181803226471,1.03415870666504,1.03125238418579,1.03626894950867,1.139
1.068519115448,1.05342829227448,1.06943082809448,1.06673288345337,1.06889963150024,1.06319797039032,1.06897687911987,1.2185
1.0768107175827,1.0622615814209,1.07741796970367,1.07368767261505,1.07679653167725,1.07387483119965,1.07624864578247,1.1965
1.07917296886444,1.0728702545166,1.08189308643341,1.07746660709381,1.08160543441772,1.08211505413055,1.07536542415619,1.2008
1.0698059797287,1.06991267204285,1.05967915058136,1.05515289306641,1.05859553813934,1.05660796165466,1.06436884403229,1.1951
1.05873811244965,1.05647754669189,1.03962767124176,1.03697621822357,1.03954994678497,1.02580809593201,1.05613327026367,1.194
1.02821683883667,1.0228636264801,1.03153145313263,1.02774906158447,1.03106224536896,1.02866291999817,1.02971959114075,1.158
0.98953241109848,0.986790239810944,0.994873821735382,0.989405333995819,0.994752645492554,0.994016647338867,0.987830519676208,1.1234
0.973805487155914,0.97186553478241,0.971648335456848,0.966479480266571,0.971618831157684,0.965152382850647,0.970392823219299,1.0919
0.956211388111115,0.958488643169403,0.940225183963776,0.935555160045624,0.940137624740601,0.928118824958801,0.951547801494598,1.0675
0.927089631557465,0.936030685901642,0.912737250328064,0.907309174537659,0.912563443183899,0.907459199428558,0.920433223247528,1.0429
0.919055998325348,0.925712108612061,0.916166663169861,0.912153482437134,0.91559636592865,0.915334641933441,0.914478242397308,1.0059
0.901920855045319,0.906217396259308,0.90585857629776,0.904466331005096,0.905327975749969,0.900988280773163,0.90159660577774,0.96241
0.873564004898071,0.881884515285492,0.877929329872131,0.876933753490448,0.877357840538025,0.873478412628174,0.874483108520508,0.92202
0.859362721443176,0.869024276733398,0.864097476005554,0.863506197929382,0.863764405250549,0.859394669532776,0.860494375228882,0.89163
0.84594053030014,0.858366250991821,0.851203799247742,0.850480318069458,0.850482821464539,0.8487948179245,0.846457421779633,0.87563
0.840126037597656,0.853733241558075,0.842741847038269,0.841830968856812,0.841841995716095,0.840645313262939,0.840283095836639,0.86779
