all_deseason_40,all_deseason_44,all_deseason_80,all_deseason_76,all_deseason_72,all_deseason_68,all_deseason_32,original
0.907756507396698,0.911054134368896,0.933679580688477,0.930625200271606,0.928939819335938,0.932233393192291,0.926900625228882,0.9958
0.914147853851318,0.916742384433746,0.930049180984497,0.929827511310577,0.92665696144104,0.929081618785858,0.926226079463959,0.95762
0.913345396518707,0.915920794010162,0.922751367092133,0.926854610443115,0.919162631034851,0.922233164310455,0.920797407627106,0.97684
0.915763556957245,0.91776430606842,0.918321907520294,0.922897696495056,0.914762914180756,0.917350292205811,0.919203162193298,0.94876
0.905394732952118,0.906884968280792,0.907747149467468,0.911544561386108,0.903279781341553,0.905517637729645,0.907758474349976,0.97839
0.933988988399506,0.93659782409668,0.956589639186859,0.950688540935516,0.948731422424316,0.952466726303101,0.947689294815063,1.0009
0.967347323894501,0.968722343444824,0.992978990077972,0.982512593269348,0.98099958896637,0.985934555530548,0.984420478343964,1.0756
1.03170680999756,1.03473842144012,1.08110904693604,1.05896592140198,1.06649112701416,1.07237923145294,1.06274878978729,1.1509
1.06418633460999,1.06736397743225,1.11616492271423,1.09525048732758,1.10115778446198,1.10728669166565,1.09691071510315,1.1229
1.11956512928009,1.12361896038055,1.18428993225098,1.15629267692566,1.16898560523987,1.17524135112762,1.16037201881409,1.2028
1.1474848985672,1.14958691596985,1.18988001346588,1.17380309104919,1.1778564453125,1.18400537967682,1.17499792575836,1.2208
1.2084972858429,1.21284985542297,1.25776350498199,1.23878765106201,1.24696338176727,1.2528840303421,1.24032068252563,1.2331
1.23141300678253,1.23488771915436,1.26853108406067,1.25679159164429,1.25670802593231,1.2648549079895,1.25664567947388,1.2345
1.24054300785065,1.24497056007385,1.28146779537201,1.26566088199615,1.26795053482056,1.27716255187988,1.26869487762451,1.275
1.22678446769714,1.23090815544128,1.25506067276001,1.24790394306183,1.24347412586212,1.25293457508087,1.24741280078888,1.2368
1.21044170856476,1.21530377864838,1.22192323207855,1.22143542766571,1.21322250366211,1.22171175479889,1.22517478466034,1.2761
1.12284123897552,1.12825000286102,1.14425992965698,1.13738453388214,1.13219499588013,1.13984775543213,1.14329564571381,1.221
1.1009464263916,1.11473488807678,1.22048223018646,1.18152153491974,1.20045924186707,1.21565067768097,1.17385506629944,1.2236
1.02964079380035,1.03837704658508,1.11162316799164,1.0794872045517,1.08828353881836,1.10509812831879,1.08981835842133,1.1648
1.01053738594055,1.01458954811096,1.06574094295502,1.03471100330353,1.04606556892395,1.05588936805725,1.05032598972321,1.1528
0.987066745758057,0.993078768253326,1.04951965808868,1.03048157691956,1.03319525718689,1.04403710365295,1.02451181411743,1.0917
0.966414511203766,0.970661342144012,1.00281524658203,0.990666508674622,0.989489614963531,0.998094737529755,0.994015157222748,1.0415
0.956580281257629,0.960925042629242,0.999786555767059,0.983843386173248,0.988193929195404,0.994875490665436,0.985298812389374,1.0267
0.962665677070618,0.968961834907532,1.01306509971619,0.999934315681458,1.00144803524017,1.01045405864716,0.995862007141113,1.0191
