all_deseason_40,all_deseason_44,all_deseason_80,all_deseason_76,all_deseason_72,all_deseason_68,all_deseason_32,original
1.01811850070953,1.0097531080246,1.01757514476776,1.0180002450943,1.01902949810028,1.01726627349854,1.014164686203,1.0785
1.00590658187866,1.00210726261139,0.99746173620224,0.997293174266815,0.999186277389526,0.997187376022339,1.00343871116638,1.0336
1.00983464717865,1.00452756881714,1.00757074356079,1.00806546211243,1.00988042354584,1.00938165187836,1.00712251663208,0.99369
0.981663107872009,0.985852062702179,0.964761137962341,0.963365435600281,0.964661538600922,0.965990245342255,0.98336273431778,0.9807
0.977204024791718,0.983765721321106,0.968868732452393,0.969506025314331,0.970793187618256,0.970538794994354,0.981054246425629,1.0083
1.00624370574951,1.00751626491547,1.00496888160706,1.00581645965576,1.00563752651215,1.00398731231689,1.00502121448517,1.0213
1.05003345012665,1.05058133602142,1.05148947238922,1.05235517024994,1.05308413505554,1.04833257198334,1.04721760749817,1.0819
1.14264094829559,1.12781476974487,1.1560742855072,1.15702772140503,1.15960466861725,1.15080940723419,1.12988901138306,1.2169
1.20342123508453,1.18546879291534,1.2066764831543,1.20614111423492,1.2091873884201,1.19994294643402,1.18780112266541,1.3225
1.27550518512726,1.24819672107697,1.28061509132385,1.27979063987732,1.28577756881714,1.27202451229095,1.25182890892029,1.6072
1.30283236503601,1.28326618671417,1.29224252700806,1.28977620601654,1.29410171508789,1.2847044467926,1.28181087970734,1.3445
1.33359658718109,1.31208848953247,1.32179772853851,1.3167439699173,1.32408928871155,1.31231999397278,1.30821478366852,1.3401
1.35944056510925,1.33934187889099,1.35184240341187,1.34873819351196,1.35331916809082,1.34559547901154,1.33734834194183,1.3239
1.36054730415344,1.3393212556839,1.35456490516663,1.35098302364349,1.35558474063873,1.35068535804749,1.33986759185791,1.332
1.36129903793335,1.3348799943924,1.34819507598877,1.34307670593262,1.35275042057037,1.34674859046936,1.33882248401642,1.3114
1.33809769153595,1.3085275888443,1.31979823112488,1.312655210495,1.32584238052368,1.32079660892487,1.31413495540619,1.3083
1.24112772941589,1.21330285072327,1.21845495700836,1.20998108386993,1.22049129009247,1.21764028072357,1.21613049507141,1.2519
1.17791175842285,1.14337527751923,1.17484891414642,1.1696355342865,1.17644512653351,1.16558730602264,1.1460862159729,1.2467
1.11231005191803,1.07930433750153,1.12251198291779,1.12121844291687,1.12515449523926,1.10890305042267,1.08078324794769,1.1884
1.07113718986511,1.04949557781219,1.07433485984802,1.0735547542572,1.0770628452301,1.06067156791687,1.04635560512543,1.1645
1.07135653495789,1.05367147922516,1.08106088638306,1.07991027832031,1.08249223232269,1.07425272464752,1.05319011211395,1.1398
1.06996023654938,1.05205929279327,1.06973266601562,1.06681060791016,1.07282674312592,1.06307733058929,1.05324304103851,1.1106
1.04592072963715,1.03428053855896,1.04418814182281,1.04311370849609,1.04930710792542,1.03903460502625,1.0351015329361,1.0857
1.03878390789032,1.02475190162659,1.03991842269897,1.03838837146759,1.04290878772736,1.0334380865097,1.02397286891937,1.0824
