agg_small_1,agg_small_de_2,agg_all_3,agg_all_de_4,original
1.0706547498703,1.04348254203796,1.0354015827179,1.03922021389008,1.0229
1.06370961666107,1.0342481136322,1.02986252307892,1.02855277061462,1.0571
1.05004727840424,1.02616989612579,1.02132105827332,1.02104866504669,1.0456
1.03963530063629,1.01827335357666,1.02033650875092,1.01853227615356,0.99576
1.05556428432465,1.02725768089294,1.01630902290344,1.01719701290131,0.97531
1.10894370079041,1.06008398532867,1.03792309761047,1.03988099098206,1.0492
1.13327491283417,1.08908402919769,1.06610798835754,1.07348132133484,1.1887
1.17717659473419,1.14024496078491,1.11914169788361,1.1287876367569,1.2288
1.22274303436279,1.18243050575256,1.16462922096252,1.16720008850098,1.2716
1.24558258056641,1.21460974216461,1.22320342063904,1.21906924247742,1.3395
1.26214873790741,1.23059368133545,1.26493763923645,1.24410283565521,1.3592
1.27438986301422,1.24759185314178,1.30107939243317,1.27163338661194,1.3833
1.24288964271545,1.23896253108978,1.29940032958984,1.27848255634308,1.3696
1.16270565986633,1.17501926422119,1.28118979930878,1.26647651195526,1.3349
1.21002638339996,1.20648086071014,1.24702346324921,1.22908675670624,1.3881
1.19929444789886,1.20709335803986,1.21940290927887,1.22054612636566,1.396
1.23052656650543,1.18691158294678,1.18556761741638,1.17637729644775,1.3648
1.21384716033936,1.17955791950226,1.19127655029297,1.19167006015778,1.2525
1.16732513904572,1.14036464691162,1.14417493343353,1.14912450313568,1.1881
1.16426336765289,1.13516879081726,1.11994659900665,1.12855708599091,1.1587
1.12598383426666,1.0998592376709,1.07824409008026,1.0881290435791,1.1276
1.07788252830505,1.06183195114136,1.04743981361389,1.0554233789444,1.1046
1.06860446929932,1.05005717277527,1.03282999992371,1.03691983222961,1.0748
1.04623234272003,1.03975689411163,1.02565824985504,1.03231275081635,1.0954
