agg_small_1,agg_small_de_2,agg_all_3,agg_all_de_4,original
1.12403512001038,1.13381373882294,1.17332816123962,1.20192790031433,0.94255
1.09507250785828,1.10454773902893,1.13684678077698,1.17139720916748,0.94142
1.09102380275726,1.11012387275696,1.11951434612274,1.16604113578796,0.92181
1.06881868839264,1.07904458045959,1.09578716754913,1.13395047187805,0.92415
1.06413209438324,1.06535637378693,1.08581364154816,1.11753857135773,0.91812
1.06855273246765,1.05661129951477,1.10457956790924,1.12495148181915,0.96109
1.10604357719421,1.10643708705902,1.12628495693207,1.15526473522186,1.0199
1.16208279132843,1.16758823394775,1.18999254703522,1.21982645988464,1.1159
1.21349704265594,1.21767437458038,1.23701393604279,1.25121808052063,1.1234
1.26118147373199,1.26512694358826,1.28135812282562,1.29418206214905,1.1703
1.28739142417908,1.27599012851715,1.30034923553467,1.30660760402679,1.1746
1.31438553333282,1.30793678760529,1.31533420085907,1.33364653587341,1.2282
1.3250218629837,1.31111145019531,1.31269729137421,1.31955623626709,1.1919
1.3378072977066,1.33121466636658,1.31890559196472,1.33660709857941,1.2122
1.33309400081635,1.32554376125336,1.29850590229034,1.31157422065735,1.4566
1.31058621406555,1.33338391780853,1.26587498188019,1.30569839477539,1.3337
1.29802525043488,1.32138621807098,1.26542210578918,1.31622755527496,1.1932
1.28494894504547,1.31664192676544,1.26173770427704,1.31216597557068,1.1854
1.23859190940857,1.27067065238953,1.24037659168243,1.28030872344971,1.1221
1.23398983478546,1.26604640483856,1.24026000499725,1.27767741680145,1.1241
1.24994492530823,1.27309489250183,1.25956881046295,1.27866172790527,1.0385
1.2607513666153,1.28529274463654,1.26328456401825,1.26756727695465,1.0463
1.23301529884338,1.24705481529236,1.23247873783112,1.22978973388672,0.98808
1.22530651092529,1.23930740356445,1.22827589511871,1.23115372657776,1.0228
