agg_small_1,agg_small_de_2,agg_all_3,agg_all_de_4,original
0.996475875377655,1.02690303325653,1.00300240516663,1.02961766719818,1.1493
1.00729393959045,1.01972985267639,1.01817977428436,1.02500712871552,1.1222
1.009685754776,1.01435542106628,1.02081882953644,1.01690661907196,1.1194
1.0072203874588,1.00472915172577,1.01720607280731,1.00463831424713,1.0658
1.0169073343277,1.00672447681427,1.01750075817108,1.00368666648865,1.0604
1.04906702041626,1.02715265750885,1.02562272548676,1.01273262500763,1.074
1.08827579021454,1.06674420833588,1.05767953395844,1.05752110481262,1.1321
1.14129507541656,1.11641323566437,1.09961700439453,1.1059068441391,1.2785
1.19892632961273,1.16518616676331,1.15439856052399,1.16333746910095,1.3174
1.23782420158386,1.20172560214996,1.20852112770081,1.21588861942291,1.3775
1.27229988574982,1.22931444644928,1.25589716434479,1.23799729347229,1.394
1.28974509239197,1.24963855743408,1.30103838443756,1.30105566978455,1.4424
1.28113055229187,1.25289535522461,1.3160765171051,1.30810058116913,1.4517
1.28060412406921,1.25036299228668,1.31573116779327,1.3071905374527,1.4403
1.2734135389328,1.23156321048737,1.30060791969299,1.28211963176727,1.433
1.24693465232849,1.22961485385895,1.27525317668915,1.29984438419342,1.3963
1.23439133167267,1.20004820823669,1.25225424766541,1.24994933605194,1.4091
1.19931960105896,1.18188273906708,1.21380913257599,1.227254986763,1.3899
1.15385019779205,1.14255547523499,1.15906119346619,1.17634737491608,1.3403
1.09881269931793,1.10314965248108,1.11253392696381,1.13151359558105,1.2958
1.12254917621613,1.09030175209045,1.07719719409943,1.09336054325104,1.244
1.11745285987854,1.07834613323212,1.05175507068634,1.06375896930695,1.1404
1.09465897083282,1.05556607246399,1.04237008094788,1.04903435707092,1.1
1.07502770423889,1.04145765304565,1.02804791927338,1.02929329872131,1.0574
