s1,s2,s3,s4,s5,i6,i7,i8,original
0.884371519088745,0.883356809616089,0.902200698852539,0.88181746006012,0.901197552680969,0.860341608524323,0.725094079971313,0.911288022994995,0.89648
0.887593865394592,0.885952711105347,0.90014910697937,0.880566477775574,0.898617327213287,0.925144851207733,0.826005160808563,0.915589094161987,0.89692
0.898049235343933,0.893485307693481,0.90397047996521,0.8857342004776,0.901280999183655,0.967546284198761,0.8921058177948,0.919016778469086,0.90453
0.910885095596313,0.906165301799774,0.918147444725037,0.900369942188263,0.915205478668213,0.994018316268921,0.933733701705933,0.924407184123993,0.92145
0.921891570091248,0.916462540626526,0.926965057849884,0.909623742103577,0.922822594642639,1.01158511638641,0.959772050380707,0.927615523338318,0.92894
0.938248693943024,0.929634928703308,0.93873918056488,0.921720623970032,0.933872938156128,1.02363586425781,0.974572479724884,0.940072178840637,0.93448
0.948867738246918,0.940299987792969,0.950383186340332,0.932578682899475,0.945998132228851,1.02657985687256,0.980197906494141,0.950542807579041,0.94881
0.955623626708984,0.947221279144287,0.957338333129883,0.938735604286194,0.953935086727142,1.02559638023376,0.978871643543243,0.961310267448425,0.96281
0.952145576477051,0.943552613258362,0.955689191818237,0.9359290599823,0.953326880931854,1.01994752883911,0.971826314926147,0.964206039905548,0.96261
0.940342664718628,0.93227207660675,0.94349730014801,0.922877669334412,0.941776812076569,1.00804162025452,0.96099328994751,0.958022892475128,0.96479
0.928968667984009,0.923681259155273,0.934861898422241,0.914017200469971,0.933815717697144,0.994058728218079,0.948826909065247,0.95833545923233,0.97011
0.917941689491272,0.916886985301971,0.928556680679321,0.907781302928925,0.928059756755829,0.978434324264526,0.936776220798492,0.955195486545563,0.97062
0.906328082084656,0.909435749053955,0.919606804847717,0.899263083934784,0.919496297836304,0.961935043334961,0.926080226898193,0.946456074714661,0.97593
0.896305859088898,0.902462959289551,0.911154747009277,0.891569972038269,0.910816192626953,0.943360924720764,0.917105555534363,0.933750510215759,0.96852
0.882138729095459,0.890244841575623,0.89896023273468,0.880059480667114,0.898488819599152,0.924723267555237,0.910571098327637,0.915909051895142,0.93836
0.865911960601807,0.873973488807678,0.88336580991745,0.864964783191681,0.882572710514069,0.90619021654129,0.906379818916321,0.890987753868103,0.89961
0.8521928191185,0.858901262283325,0.866946041584015,0.848818778991699,0.866497755050659,0.891199469566345,0.904323995113373,0.872109532356262,0.87192
0.842818737030029,0.848034024238586,0.854944467544556,0.836906135082245,0.855106353759766,0.882116079330444,0.905274271965027,0.86032897233963,0.8487
0.839929461479187,0.843267440795898,0.850063681602478,0.831683874130249,0.850373148918152,0.8783078789711,0.908403277397156,0.85374915599823,0.8452
0.843792974948883,0.843697309494019,0.850067973136902,0.83161187171936,0.849700272083282,0.876627504825592,0.91215455532074,0.854946613311768,0.84617
0.852214097976685,0.846471548080444,0.848757803440094,0.83094596862793,0.84782075881958,0.8784539103508,0.916301965713501,0.863799333572388,0.85111
0.858656883239746,0.851047277450562,0.855723440647125,0.837949752807617,0.855740070343018,0.883808493614197,0.920702457427979,0.870142161846161,0.85457
0.864458203315735,0.859217166900635,0.862227022647858,0.84458601474762,0.862581849098206,0.891596794128418,0.925246059894562,0.872766435146332,0.86924
0.874388575553894,0.866780161857605,0.863514304161072,0.847526848316193,0.862760007381439,0.899443328380585,0.929566085338593,0.877439558506012,0.87864
