all_deseason_40,all_deseason_44,all_deseason_80,all_deseason_76,all_deseason_72,all_deseason_68,all_deseason_32,original
0.976131618022919,0.976602375507355,0.963939487934113,0.960227429866791,0.961507678031921,0.96333521604538,0.96678215265274,0.8878
0.969643533229828,0.970225870609283,0.958842039108276,0.955551981925964,0.956450402736664,0.958231389522552,0.961319386959076,0.86231
0.969968557357788,0.970128297805786,0.961593687534332,0.958311975002289,0.959185183048248,0.961092293262482,0.962714552879333,0.85236
0.978740870952606,0.9781214594841,0.973060011863708,0.969489276409149,0.970372378826141,0.972689807415009,0.97323739528656,0.84366
0.980487823486328,0.979775965213776,0.974741280078888,0.970609188079834,0.971685886383057,0.974246859550476,0.974752843379974,0.86977
0.984811246395111,0.984066665172577,0.978188753128052,0.973682284355164,0.975251376628876,0.97776597738266,0.978878319263458,0.9338
0.996440827846527,0.995091497898102,0.989741623401642,0.984020292758942,0.98644232749939,0.989593923091888,0.99034059047699,1.0165
1.01945877075195,1.01744842529297,1.01543641090393,1.00843000411987,1.01124441623688,1.01539516448975,1.01330697536469,1.1004
1.04495143890381,1.04213750362396,1.04339396953583,1.03826212882996,1.04023063182831,1.04345297813416,1.04014718532562,1.1104
1.08763492107391,1.08347058296204,1.08663296699524,1.07881331443787,1.08221971988678,1.08686232566833,1.08278238773346,1.1371
1.12035965919495,1.11506080627441,1.12144529819489,1.11074733734131,1.11507534980774,1.12130284309387,1.1148499250412,1.1626
1.13750970363617,1.13229691982269,1.13646173477173,1.13179862499237,1.13435626029968,1.13668036460876,1.13100588321686,1.1912
1.15426158905029,1.15077471733093,1.14726197719574,1.13568091392517,1.14095938205719,1.14786171913147,1.14281558990479,1.1968
1.16401314735413,1.15966534614563,1.15936005115509,1.1519775390625,1.15472280979156,1.15987932682037,1.15460824966431,1.2018
1.17062342166901,1.16368162631989,1.16232466697693,1.16061317920685,1.16223478317261,1.16328835487366,1.16437840461731,1.1868
1.15810704231262,1.15068900585175,1.15190017223358,1.14331877231598,1.14742183685303,1.15221214294434,1.15362596511841,1.1613
1.13719773292542,1.12933766841888,1.13665103912354,1.12595057487488,1.13101327419281,1.13716220855713,1.1367506980896,1.1334
1.12196528911591,1.11425006389618,1.12791621685028,1.11812102794647,1.12245392799377,1.12867498397827,1.12346136569977,1.1147
1.10779786109924,1.1012932062149,1.11282420158386,1.10696196556091,1.1097594499588,1.11372172832489,1.11032974720001,1.0954
1.09569072723389,1.08923828601837,1.09923934936523,1.09305417537689,1.09598231315613,1.09981608390808,1.09858059883118,1.0712
1.08019709587097,1.07418441772461,1.08466017246246,1.0794951915741,1.08156859874725,1.08480072021484,1.0826450586319,1.0532
1.05011701583862,1.04645264148712,1.05128085613251,1.04782271385193,1.04867911338806,1.0512775182724,1.05027270317078,1.0252
1.01691877841949,1.01517426967621,1.01345777511597,1.01085209846497,1.01148557662964,1.01350021362305,1.01393473148346,0.99287
0.989364922046661,0.988520979881287,0.981623470783234,0.977986872196198,0.979109883308411,0.981471717357635,0.984364032745361,0.95183
