agg_small_1,agg_small_de_2,agg_all_3,agg_all_de_4,original
0.996140003204346,0.968925774097443,0.968673229217529,0.942630767822266,0.84987
0.999577701091766,0.964580655097961,0.96221524477005,0.935585856437683,0.85671
1.00388717651367,0.964430153369904,0.957720100879669,0.929916739463806,0.85423
1.0080806016922,0.963254809379578,0.956009030342102,0.927269518375397,0.8362
1.01244354248047,0.964125216007233,0.956489741802216,0.927065432071686,0.82874
1.01204419136047,0.970819115638733,0.9593106508255,0.933215260505676,0.83247
1.01738035678864,0.984832286834717,0.972518622875214,0.952722728252411,0.86915
1.0453507900238,1.01378989219666,0.996443212032318,0.987649142742157,0.9251
1.08918130397797,1.04825472831726,1.02967178821564,1.02731108665466,0.99597
1.12617695331573,1.07887494564056,1.10622155666351,1.09422242641449,1.065
1.1441148519516,1.08940064907074,1.15090429782867,1.11724615097046,1.0818
1.14384770393372,1.09902584552765,1.19803321361542,1.1512907743454,1.1048
1.12433648109436,1.09327018260956,1.20450866222382,1.14961338043213,1.1371
1.09581172466278,1.08552300930023,1.19073617458344,1.1388121843338,1.1116
1.06666541099548,1.07616257667542,1.16480958461761,1.12015473842621,1.0892
1.03788244724274,1.07127571105957,1.12389385700226,1.09489381313324,1.0625
1.02457094192505,1.06158363819122,1.08963179588318,1.07779765129089,1.0538
1.02141976356506,1.05548441410065,1.06198513507843,1.06343138217926,1.0314
1.01750075817108,1.05364549160004,1.04168903827667,1.05609834194183,1.0084
1.01401364803314,1.03813660144806,1.02574074268341,1.03671908378601,0.97732
1.00452268123627,1.02361667156219,1.01017832756042,1.01731431484222,0.93691
0.999531805515289,1.01060771942139,0.995203673839569,0.99625027179718,0.89588
0.99636971950531,0.995912492275238,0.979613304138184,0.975310444831848,0.86355
0.998689770698547,0.985999763011932,0.964851677417755,0.957748234272003,0.84987
