all_deseason_40,all_deseason_44,all_deseason_80,all_deseason_76,all_deseason_72,all_deseason_68,all_deseason_32,original
0.935994386672974,0.911311209201813,0.889191329479218,0.889733672142029,0.88860672712326,0.890622675418854,0.931977927684784,0.87288
0.931963443756104,0.907608270645142,0.87910795211792,0.879802107810974,0.878369987010956,0.880744397640228,0.928310751914978,0.88904
0.931569933891296,0.907390236854553,0.880384206771851,0.881096184253693,0.879932940006256,0.882072150707245,0.927485764026642,0.89464
0.931228995323181,0.906313478946686,0.876553356647491,0.877553343772888,0.876134157180786,0.879194557666779,0.926294922828674,0.8965
0.934607267379761,0.909444332122803,0.87690269947052,0.877948939800262,0.87603235244751,0.879394114017487,0.929961442947388,0.89775
0.940438807010651,0.914131879806519,0.888552725315094,0.88943213224411,0.887720942497253,0.887411057949066,0.935480177402496,0.92075
0.962606012821198,0.937975823879242,0.908759415149689,0.909816563129425,0.907591462135315,0.909611701965332,0.956742882728577,0.95681
1.01217603683472,0.997338175773621,0.988322973251343,0.988365530967712,0.986953556537628,0.984776973724365,1.00908827781677,0.99224
1.05793571472168,1.05009067058563,1.04421126842499,1.04466044902802,1.04320394992828,1.040975689888,1.05569624900818,1.0302
1.10937595367432,1.11142003536224,1.11994755268097,1.1202951669693,1.11954534053802,1.11849701404572,1.10937452316284,1.0724
1.13672602176666,1.14279913902283,1.16083383560181,1.1600661277771,1.15997910499573,1.15271174907684,1.13771188259125,1.1502
1.15301275253296,1.16369831562042,1.17458081245422,1.17350196838379,1.17331719398499,1.16524863243103,1.15422558784485,1.2565
1.15424466133118,1.1690559387207,1.1842052936554,1.18529331684113,1.18433105945587,1.18603956699371,1.15508282184601,1.2322
1.15399670600891,1.17157137393951,1.19212055206299,1.19359755516052,1.19306182861328,1.19553804397583,1.15605807304382,1.2086
1.14295017719269,1.15764331817627,1.17526483535767,1.17523741722107,1.17550504207611,1.17044568061829,1.1453902721405,1.185
1.12916994094849,1.1388646364212,1.14644110202789,1.14667022228241,1.14635026454926,1.14098846912384,1.13001525402069,1.1626
1.11633634567261,1.12147927284241,1.12075233459473,1.12137770652771,1.12026870250702,1.11899602413177,1.1153621673584,1.1415
1.1070636510849,1.1069483757019,1.1071515083313,1.10768175125122,1.10664796829224,1.10481739044189,1.10469663143158,1.1197
1.10272347927094,1.09755504131317,1.09095418453217,1.09163343906403,1.09028697013855,1.08933639526367,1.09872126579285,1.0973
1.08914577960968,1.07691884040833,1.05770218372345,1.0580530166626,1.05613887310028,1.05519127845764,1.08326315879822,1.0482
1.07388198375702,1.05039930343628,1.02764761447906,1.02788054943085,1.0262862443924,1.02103435993195,1.06469440460205,0.98541
1.05257177352905,1.01924777030945,0.998530447483063,0.998420894145966,0.996600210666656,0.988828420639038,1.04054057598114,0.92137
1.03435957431793,0.996693968772888,0.977788090705872,0.977354288101196,0.975922822952271,0.971188426017761,1.02110803127289,0.89277
1.01728010177612,0.973077356815338,0.953304052352905,0.952136397361755,0.950495183467865,0.943337678909302,1.00374805927277,0.88034
