small_1,small_de_2,all_3,all_de_4,small_5,small_de_6,all_7,all_de_8,small_9,small_de_10,all_11,all_de_12,small_13,small_de_14,all_15,all_de_16,small_17,small_de_18,all_19,all_de_20,small_21,small_de_22,all_23,all_de_24,small_25,small_de_26,all_27,all_de_28,original
0.8912473320961,0.87264621257782,0.793728351593018,0.819009125232697,0.931433916091919,0.913613140583038,0.933536410331726,0.92837780714035,0.924697756767273,0.914229691028595,0.93486762046814,0.928087532520294,0.931475162506104,0.913742184638977,0.934653341770172,0.927569210529327,0.931164860725403,0.985885083675385,0.936632573604584,0.98546826839447,0.925021588802338,0.985782623291016,0.933236062526703,0.954058706760406,0.931487917900085,0.913692355155945,0.932125866413116,0.928843438625336,0.91453
0.93960177898407,0.879872560501099,0.906973838806152,0.854502320289612,0.93019837141037,0.908590495586395,0.914028286933899,0.907360076904297,0.923454165458679,0.908902645111084,0.916780769824982,0.90544068813324,0.930085301399231,0.908439874649048,0.916759550571442,0.905062198638916,0.929759621620178,0.980556309223175,0.917815744876862,0.980115830898285,0.923822641372681,0.980453789234161,0.913303315639496,0.947461009025574,0.930294632911682,0.908689916133881,0.911830186843872,0.903735995292664,0.91018
0.964542090892792,0.886419475078583,0.952634274959564,0.875543892383575,0.930466294288635,0.90656965970993,0.905835270881653,0.899593532085419,0.922478675842285,0.90574437379837,0.909113585948944,0.897402942180634,0.93017041683197,0.905295133590698,0.908940434455872,0.897232115268707,0.929698586463928,0.977825462818146,0.909802496433258,0.97737717628479,0.922980189323425,0.977722227573395,0.904893219470978,0.94425368309021,0.930604755878448,0.906800329685211,0.903338551521301,0.894863545894623,0.9021
0.974805474281311,0.892026960849762,0.964308857917786,0.887549340724945,0.932115256786346,0.906252980232239,0.89817750453949,0.893329262733459,0.922667026519775,0.904392600059509,0.902189075946808,0.890762746334076,0.931309342384338,0.903994262218475,0.901813268661499,0.890714406967163,0.930482625961304,0.976782202720642,0.902064263820648,0.97632497549057,0.92315012216568,0.976678669452667,0.896935343742371,0.942698061466217,0.932428598403931,0.906612396240234,0.895324766635895,0.887983918190002,0.9021
0.97747939825058,0.896743059158325,0.963631749153137,0.895361483097076,0.932188630104065,0.905651152133942,0.899023532867432,0.892575621604919,0.923978328704834,0.904321372509003,0.903168022632599,0.889971852302551,0.931607365608215,0.903894543647766,0.902723729610443,0.890119433403015,0.931299805641174,0.976602375507355,0.902674615383148,0.976144731044769,0.924929320812225,0.976499021053314,0.897636711597443,0.942428231239319,0.932318925857544,0.90600448846817,0.895983695983887,0.887664794921875,0.90334
0.975504040718079,0.904185056686401,0.959718942642212,0.904298067092896,0.931671619415283,0.909845530986786,0.904566645622253,0.895455181598663,0.924048066139221,0.908574819564819,0.908578455448151,0.892831325531006,0.931312441825867,0.908162415027618,0.908100545406342,0.892845511436462,0.931074798107147,0.980577945709229,0.908261954784393,0.980119645595551,0.924878597259521,0.980474889278412,0.903149545192719,0.946325182914734,0.931752920150757,0.910187602043152,0.901525497436523,0.890389144420624,0.89961
0.971618354320526,0.916563749313354,0.956968545913696,0.917627990245819,0.933183550834656,0.921315968036652,0.912498474121094,0.90493243932724,0.925577521324158,0.919618427753448,0.915706276893616,0.901893317699432,0.933013916015625,0.919303178787231,0.915168941020966,0.901593089103699,0.932426273822784,0.990814387798309,0.916099905967712,0.99035382270813,0.925740242004395,0.99071204662323,0.910910427570343,0.956381499767303,0.933342099189758,0.921655118465424,0.90925794839859,0.899267733097076,0.90396
0.971342861652374,0.935122787952423,0.960637927055359,0.936765849590302,0.947533905506134,0.944397330284119,0.93653666973114,0.929148375988007,0.935630917549133,0.939414083957672,0.937848806381226,0.927549719810486,0.947011232376099,0.939387142658234,0.937860190868378,0.927065074443817,0.944369196891785,1.00797688961029,0.939342737197876,1.00752675533295,0.933558702468872,1.00787591934204,0.936708807945251,0.97415155172348,0.948282063007355,0.944850027561188,0.935199856758118,0.925578713417053,0.8965
0.975379049777985,0.95691442489624,0.968391299247742,0.956454753875732,0.987997114658356,0.982845067977905,0.962028741836548,0.95721161365509,0.957634270191193,0.965258479118347,0.960850775241852,0.957342207431793,0.983008623123169,0.965996980667114,0.961771011352539,0.956639587879181,0.973625004291534,1.0269148349762,0.962964117527008,1.02647197246552,0.95071542263031,1.02681601047516,0.964805781841278,0.993485271930695,0.991254568099976,0.98416543006897,0.96325010061264,0.955561935901642,0.95619
0.98208099603653,0.986327052116394,0.977790474891663,0.98345947265625,0.999109923839569,1.00522744655609,0.979158043861389,0.987182378768921,0.966935098171234,0.989932715892792,0.977980673313141,0.988549768924713,0.993433594703674,0.990557909011841,0.979995429515839,0.988167643547058,0.984462320804596,1.0552750825882,0.979920923709869,1.05482411384583,0.961427986621857,1.05517470836639,0.983912229537964,1.02145171165466,1.00227284431458,1.00665819644928,0.982526659965515,0.987109541893005,1.014
0.98101532459259,1.00180339813232,0.982564806938171,0.997628688812256,0.971499502658844,1.00463378429413,0.98940372467041,1.00150001049042,0.951657176017761,1.0005567073822,0.987484216690063,1.00467419624329,0.969247341156006,1.00074994564056,0.988833248615265,1.00393497943878,0.963981628417969,1.07526135444641,0.989354193210602,1.07480239868164,0.947871685028076,1.07515847682953,0.994696140289307,1.04083836078644,0.973170220851898,1.0052090883255,0.992529690265656,1.0043398141861,1.0233
0.978188991546631,1.00678813457489,0.979120850563049,0.997227668762207,0.953777670860291,1.00453650951385,0.984841823577881,0.995545089244843,0.941333413124084,1.0061993598938,0.982591152191162,0.998916447162628,0.953749418258667,1.00601589679718,0.983149647712708,1.00007891654968,0.950739800930023,1.08489763736725,0.983801305294037,1.08441710472107,0.93856143951416,1.08479297161102,0.989900052547455,1.04892909526825,0.954507827758789,1.00454020500183,0.987017393112183,0.998920142650604,1.0246
0.980835795402527,1.01252734661102,0.978501915931702,0.998173713684082,0.956975817680359,1.01010096073151,0.984165072441101,0.99468195438385,0.943947196006775,1.01248788833618,0.983743727207184,0.996299684047699,0.957059264183044,1.01203763484955,0.984144628047943,0.997825503349304,0.95475035905838,1.09268641471863,0.984956502914429,1.09218907356262,0.942425131797791,1.09257996082306,0.98838084936142,1.05569171905518,0.957404851913452,1.01011073589325,0.986259996891022,0.995123684406281,1.0227
0.97934877872467,1.01275980472565,0.977807760238647,0.995958626270294,0.956410527229309,1.01577341556549,0.982408881187439,0.995131254196167,0.942803263664246,1.0160129070282,0.982083559036255,0.995041728019714,0.956138014793396,1.01554429531097,0.981894075870514,0.995845675468445,0.95300817489624,1.09215247631073,0.983622968196869,1.09165012836456,0.940214395523071,1.09204733371735,0.986085593700409,1.05528879165649,0.957183837890625,1.01571226119995,0.98373556137085,0.99495404958725,1.0196
0.975023746490479,1.0103657245636,0.979439795017242,0.99608439207077,0.950913906097412,1.00989043712616,0.986146807670593,1.0001026391983,0.938201308250427,1.01141095161438,0.985317528247833,0.999229967594147,0.950025677680969,1.01077270507812,0.985975742340088,0.999697625637054,0.947860836982727,1.08851230144501,0.988655626773834,1.08801960945129,0.937271177768707,1.08840620517731,0.989381551742554,1.05238234996796,0.951534569263458,1.00985634326935,0.987455308437347,0.999534606933594,1.0009
0.967607975006104,1.00606548786163,0.977441668510437,0.995269179344177,0.946461081504822,1.00864732265472,0.983637809753418,0.997978329658508,0.934608221054077,1.00837421417236,0.983262538909912,0.996181607246399,0.945446729660034,1.00780653953552,0.983774840831757,0.996210932731628,0.943156957626343,1.08198082447052,0.98672080039978,1.08149802684784,0.933323860168457,1.08187627792358,0.986615121364594,1.04669177532196,0.947198867797852,1.00858724117279,0.985285639762878,0.994538605213165,0.97857
0.960661768913269,1.00037086009979,0.96938568353653,0.990407824516296,0.948556184768677,1.00727045536041,0.970150113105774,0.98736172914505,0.93555223941803,1.00414609909058,0.968865513801575,0.984502971172333,0.947231769561768,1.00377213954926,0.969121217727661,0.984716057777405,0.944077789783478,1.07348215579987,0.972327888011932,1.07300221920013,0.933244049549103,1.07337975502014,0.972665846347809,1.03829050064087,0.949613690376282,1.00730001926422,0.971140742301941,0.981852471828461,0.94873
0.955583870410919,0.996764242649078,0.961024284362793,0.986501276493073,0.951433777809143,1.00791525840759,0.959972620010376,0.979449152946472,0.938464283943176,1.00215673446655,0.958673238754272,0.975785076618195,0.950470566749573,1.00196945667267,0.959414482116699,0.975638926029205,0.946614682674408,1.06650793552399,0.962122857570648,1.06602919101715,0.934825658798218,1.06640815734863,0.962478458881378,1.03149139881134,0.952650964260101,1.00796329975128,0.960926592350006,0.970978915691376,0.91826
0.950036525726318,0.990127444267273,0.953397393226624,0.981029748916626,0.941092014312744,0.990184187889099,0.952548742294312,0.97402411699295,0.930909276008606,0.989038944244385,0.951419293880463,0.971176266670227,0.94062340259552,0.988592565059662,0.952737152576447,0.971025705337524,0.938499450683594,1.05913770198822,0.955004394054413,1.05865919589996,0.929265856742859,1.05903542041779,0.955049097537994,1.0243581533432,0.941731691360474,0.99015611410141,0.953816592693329,0.965938627719879,0.93753
